DEAL,DEALTYPE,PROPTYPE_J,STATE,NTRAN,IRR,TVPI
2,0,3,2,-111.55,-0.055965259,1.171046016
2,0,3,2,-448.11,-0.055965259,1.171046016
2,0,3,2,-101.02,-0.055965259,1.171046016
2,0,3,2,-354.01,-0.055965259,1.171046016
2,0,3,2,-100.98,-0.055965259,1.171046016
2,0,3,2,107.98,-0.055965259,1.171046016
2,0,3,2,439.26,-0.055965259,1.171046016
2,0,3,2,2165.48,-0.055965259,1.171046016
2,0,3,2,-36.18,-0.055965259,1.171046016
2,0,3,2,-97.13,-0.055965259,1.171046016
2,0,3,2,-80.71,-0.055965259,1.171046016
2,0,3,2,-524.15,-0.055965259,1.171046016
2,0,3,2,-83.65,-0.055965259,1.171046016
2,0,3,2,221.42,-0.055965259,1.171046016
2,0,3,2,1080.95,-0.055965259,1.171046016
2,0,3,2,-170.87,-0.055965259,1.171046016
2,0,3,2,-93.74,-0.055965259,1.171046016
2,0,3,2,-48.68,-0.055965259,1.171046016
2,0,3,2,-78.0,-0.055965259,1.171046016
2,0,3,2,446.44,-0.055965259,1.171046016
2,0,3,2,2158.3,-0.055965259,1.171046016
2,0,3,2,-77.51,-0.055965259,1.171046016
2,0,3,2,323.99,-0.055965259,1.171046016
2,0,3,2,-69.6,-0.055965259,1.171046016
2,0,3,2,225.03,-0.055965259,1.171046016
2,0,3,2,1077.34,-0.055965259,1.171046016
2,0,3,2,-556.82,-0.055965259,1.171046016
2,0,3,2,-69.58,-0.055965259,1.171046016
2,0,3,2,375.95,-0.055965259,1.171046016
2,0,3,2,-0.62,-0.055965259,1.171046016
2,0,3,2,-69.54,-0.055965259,1.171046016
2,0,3,2,-265.48,-0.055965259,1.171046016
2,0,3,2,453.73,-0.055965259,1.171046016
2,0,3,2,2151.01,-0.055965259,1.171046016
2,0,3,2,-69.52,-0.055965259,1.171046016
2,0,3,2,1469.73,-0.055965259,1.171046016
2,0,3,2,228.71,-0.055965259,1.171046016
2,0,3,2,1073.66,-0.055965259,1.171046016
2,0,3,2,-33.95,-0.055965259,1.171046016
2,0,3,2,-89.19,-0.055965259,1.171046016
2,0,3,2,-82.49,-0.055965259,1.171046016
2,0,3,2,2194.93,-0.055965259,1.171046016
2,0,3,2,461.14,-0.055965259,1.171046016
2,0,3,2,2143.6,-0.055965259,1.171046016
2,0,3,2,-82.49,-0.055965259,1.171046016
2,0,3,2,-284.36,-0.055965259,1.171046016
2,0,3,2,-0.04,-0.055965259,1.171046016
2,0,3,2,-82.3,-0.055965259,1.171046016
2,0,3,2,-109.79,-0.055965259,1.171046016
2,0,3,2,-0.2,-0.055965259,1.171046016
2,0,3,2,232.45,-0.055965259,1.171046016
2,0,3,2,1069.92,-0.055965259,1.171046016
2,0,3,2,-155.5,-0.055965259,1.171046016
2,0,3,2,-82.3,-0.055965259,1.171046016
2,0,3,2,233.71,-0.055965259,1.171046016
2,0,3,2,1068.66,-0.055965259,1.171046016
2,0,3,2,-740.71,-0.055965259,1.171046016
2,0,3,2,-82.2,-0.055965259,1.171046016
2,0,3,2,-95.75,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-24.0,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-574.0,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-22.19,-0.055965259,1.171046016
2,0,3,2,-1428.32,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-24.0,-0.055965259,1.171046016
2,0,3,2,-166.15,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-0.18,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-12.0,-0.055965259,1.171046016
2,0,3,2,-1521.41,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-121.33,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-94.18,-0.055965259,1.171046016
2,0,3,2,-617.64,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-140.18,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-90.0,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-4.0,-0.055965259,1.171046016
2,0,3,2,-24.18,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-1477.3,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-1220.43,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-123.22,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-12.0,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-243.06,-0.055965259,1.171046016
2,0,3,2,-1477.3,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,-24.17,-0.055965259,1.171046016
2,0,3,2,-82.11,-0.055965259,1.171046016
2,0,3,2,89437.3,-0.055965259,1.171046016
2,0,3,2,22056.03,-0.055965259,1.171046016
2,0,3,2,1622.88,-0.055965259,1.171046016
2,0,3,2,1447.3,-0.055965259,1.171046016
2,0,3,2,-332.18,-0.055965259,1.171046016
2,0,3,2,332.18,-0.055965259,1.171046016
2,0,3,2,-2782.96,-0.055965259,1.171046016
2,0,3,2,2782.96,-0.055965259,1.171046016
2,0,3,2,-21.7,-0.055965259,1.171046016
2,0,3,2,21.7,-0.055965259,1.171046016
2,0,3,2,-113.07,-0.055965259,1.171046016
2,0,3,2,-95.43,-0.055965259,1.171046016
2,0,3,2,-21.7,-0.055965259,1.171046016
2,0,3,2,-2782.96,-0.055965259,1.171046016
2,0,3,2,-332.18,-0.055965259,1.171046016
2,0,3,2,-1110.0,-0.055965259,1.171046016
2,0,3,2,-8.0,-0.055965259,1.171046016
2,0,3,2,-0.08,-0.055965259,1.171046016
2,0,3,2,-0.04,-0.055965259,1.171046016
2,0,3,2,-0.02,-0.055965259,1.171046016
2,0,3,2,-0.01,-0.055965259,1.171046016
2,0,3,2,-0.03,-0.055965259,1.171046016
2,0,3,2,-0.01,-0.055965259,1.171046016
2,0,3,2,-0.07,-0.055965259,1.171046016
2,0,3,16,-101454.5,0.235010582,0.785842554
2,0,3,16,-2447.39,0.235010582,0.785842554
2,0,3,16,811.44,0.235010582,0.785842554
2,0,3,16,-976.93,0.235010582,0.785842554
2,0,3,16,-68.13,0.235010582,0.785842554
2,0,3,16,-748.63,0.235010582,0.785842554
2,0,3,16,51.11,0.235010582,0.785842554
2,0,3,16,-113.57,0.235010582,0.785842554
2,0,3,16,-431.29,0.235010582,0.785842554
2,0,3,16,-74.48,0.235010582,0.785842554
2,0,3,16,-256.18,0.235010582,0.785842554
2,0,3,16,-80.31,0.235010582,0.785842554
2,0,3,16,-5.81,0.235010582,0.785842554
2,0,3,16,-74.42,0.235010582,0.785842554
2,0,3,16,207.12,0.235010582,0.785842554
2,0,3,16,-292.08,0.235010582,0.785842554
2,0,3,16,-74.42,0.235010582,0.785842554
2,0,3,16,-24.34,0.235010582,0.785842554
2,0,3,16,-66.95,0.235010582,0.785842554
2,0,3,16,1234.7,0.235010582,0.785842554
2,0,3,16,-30.01,0.235010582,0.785842554
2,0,3,16,-61.64,0.235010582,0.785842554
2,0,3,16,1234.7,0.235010582,0.785842554
2,0,3,16,-287.71,0.235010582,0.785842554
2,0,3,16,-61.63,0.235010582,0.785842554
2,0,3,16,-656.19,0.235010582,0.785842554
2,0,3,16,-61.59,0.235010582,0.785842554
2,0,3,16,-129.7,0.235010582,0.785842554
2,0,3,16,-61.59,0.235010582,0.785842554
2,0,3,16,544.38,0.235010582,0.785842554
2,0,3,16,-61.57,0.235010582,0.785842554
2,0,3,16,-247.32,0.235010582,0.785842554
2,0,3,16,-55.76,0.235010582,0.785842554
2,0,3,16,-195.39,0.235010582,0.785842554
2,0,3,16,113806.31,0.235010582,0.785842554
2,0,3,16,19616.51,0.235010582,0.785842554
2,0,3,16,-55.73,0.235010582,0.785842554
2,0,3,16,59.59,0.235010582,0.785842554
2,0,3,16,-19.97,0.235010582,0.785842554
2,0,3,16,-53.61,0.235010582,0.785842554
2,0,3,16,-44.55,0.235010582,0.785842554
2,0,3,16,1397.96,0.235010582,0.785842554
2,0,3,16,-289.29,0.235010582,0.785842554
2,0,3,16,-46.17,0.235010582,0.785842554
2,0,3,16,1190.96,0.235010582,0.785842554
2,0,3,16,-94.31,0.235010582,0.785842554
2,0,3,16,-51.74,0.235010582,0.785842554
2,0,3,16,-26.87,0.235010582,0.785842554
2,0,3,16,-43.05,0.235010582,0.785842554
2,0,3,16,-42.78,0.235010582,0.785842554
2,0,3,16,178.82,0.235010582,0.785842554
2,0,3,16,-38.41,0.235010582,0.785842554
2,0,3,16,-307.32,0.235010582,0.785842554
2,0,3,16,-38.4,0.235010582,0.785842554
2,0,3,16,207.5,0.235010582,0.785842554
2,0,3,16,-0.34,0.235010582,0.785842554
2,0,3,16,-38.38,0.235010582,0.785842554
2,0,3,16,-146.53,0.235010582,0.785842554
2,0,3,16,-38.37,0.235010582,0.785842554
2,0,3,16,811.18,0.235010582,0.785842554
2,0,3,16,-18.74,0.235010582,0.785842554
2,0,3,16,-49.22,0.235010582,0.785842554
2,0,3,16,1211.43,0.235010582,0.785842554
2,0,3,16,-156.94,0.235010582,0.785842554
2,0,3,16,-0.02,0.235010582,0.785842554
2,0,3,16,-60.59,0.235010582,0.785842554
2,0,3,16,-1271.54,0.235010582,0.785842554
2,0,3,16,-0.11,0.235010582,0.785842554
2,0,3,16,-0.08,0.235010582,0.785842554
2,0,3,16,-0.01,0.235010582,0.785842554
2,0,3,16,-0.03,0.235010582,0.785842554
2,0,3,19,-49746.08,0.136525114,0.661565107
2,0,3,19,122.75,0.136525114,0.661565107
2,0,3,19,972.21,0.136525114,0.661565107
2,0,3,19,-932.33,0.136525114,0.661565107
2,0,3,19,61.96,0.136525114,0.661565107
2,0,3,19,485.52,0.136525114,0.661565107
2,0,3,19,309.11,0.136525114,0.661565107
2,0,3,19,-372.16,0.136525114,0.661565107
2,0,3,19,-25.95,0.136525114,0.661565107
2,0,3,19,62.35,0.136525114,0.661565107
2,0,3,19,485.13,0.136525114,0.661565107
2,0,3,19,-285.19,0.136525114,0.661565107
2,0,3,19,19.47,0.136525114,0.661565107
2,0,3,19,-43.26,0.136525114,0.661565107
2,0,3,19,62.75,0.136525114,0.661565107
2,0,3,19,484.73,0.136525114,0.661565107
2,0,3,19,-164.3,0.136525114,0.661565107
2,0,3,19,-28.37,0.136525114,0.661565107
2,0,3,19,63.15,0.136525114,0.661565107
2,0,3,19,484.33,0.136525114,0.661565107
2,0,3,19,-97.59,0.136525114,0.661565107
2,0,3,19,-30.59,0.136525114,0.661565107
2,0,3,19,-2.21,0.136525114,0.661565107
2,0,3,19,-28.35,0.136525114,0.661565107
2,0,3,19,78.9,0.136525114,0.661565107
2,0,3,19,-292.08,0.136525114,0.661565107
2,0,3,19,-28.35,0.136525114,0.661565107
2,0,3,19,-9.27,0.136525114,0.661565107
2,0,3,19,-25.5,0.136525114,0.661565107
2,0,3,19,191.86,0.136525114,0.661565107
2,0,3,19,1450.58,0.136525114,0.661565107
2,0,3,19,-11.43,0.136525114,0.661565107
2,0,3,19,-23.48,0.136525114,0.661565107
2,0,3,19,129.95,0.136525114,0.661565107
2,0,3,19,965.01,0.136525114,0.661565107
2,0,3,19,-109.6,0.136525114,0.661565107
2,0,3,19,-23.48,0.136525114,0.661565107
2,0,3,19,-249.98,0.136525114,0.661565107
2,0,3,19,65.59,0.136525114,0.661565107
2,0,3,19,481.89,0.136525114,0.661565107
2,0,3,19,-23.46,0.136525114,0.661565107
2,0,3,19,-49.41,0.136525114,0.661565107
2,0,3,19,132.44,0.136525114,0.661565107
2,0,3,19,962.52,0.136525114,0.661565107
2,0,3,19,-23.46,0.136525114,0.661565107
2,0,3,19,207.38,0.136525114,0.661565107
2,0,3,19,66.85,0.136525114,0.661565107
2,0,3,19,480.63,0.136525114,0.661565107
2,0,3,19,-23.45,0.136525114,0.661565107
2,0,3,19,-94.22,0.136525114,0.661565107
2,0,3,19,-21.24,0.136525114,0.661565107
2,0,3,19,-74.43,0.136525114,0.661565107
2,0,3,19,134.99,0.136525114,0.661565107
2,0,3,19,959.97,0.136525114,0.661565107
2,0,3,19,-21.23,0.136525114,0.661565107
2,0,3,19,22.7,0.136525114,0.661565107
2,0,3,19,-7.61,0.136525114,0.661565107
2,0,3,19,-20.42,0.136525114,0.661565107
2,0,3,19,-16.97,0.136525114,0.661565107
2,0,3,19,68.14,0.136525114,0.661565107
2,0,3,19,479.34,0.136525114,0.661565107
2,0,3,19,-110.2,0.136525114,0.661565107
2,0,3,19,-17.59,0.136525114,0.661565107
2,0,3,19,68.57,0.136525114,0.661565107
2,0,3,19,478.91,0.136525114,0.661565107
2,0,3,19,-35.93,0.136525114,0.661565107
2,0,3,19,-19.71,0.136525114,0.661565107
2,0,3,19,-10.23,0.136525114,0.661565107
2,0,3,19,-16.4,0.136525114,0.661565107
2,0,3,19,138.44,0.136525114,0.661565107
2,0,3,19,956.52,0.136525114,0.661565107
2,0,3,19,-16.3,0.136525114,0.661565107
2,0,3,19,68.12,0.136525114,0.661565107
2,0,3,19,-14.63,0.136525114,0.661565107
2,0,3,19,-117.07,0.136525114,0.661565107
2,0,3,19,69.88,0.136525114,0.661565107
2,0,3,19,477.6,0.136525114,0.661565107
2,0,3,19,-14.63,0.136525114,0.661565107
2,0,3,19,79.05,0.136525114,0.661565107
2,0,3,19,141.1,0.136525114,0.661565107
2,0,3,19,953.86,0.136525114,0.661565107
2,0,3,19,-0.13,0.136525114,0.661565107
2,0,3,19,-14.62,0.136525114,0.661565107
2,0,3,19,-55.82,0.136525114,0.661565107
2,0,3,19,71.22,0.136525114,0.661565107
2,0,3,19,476.26,0.136525114,0.661565107
2,0,3,19,-14.62,0.136525114,0.661565107
2,0,3,19,309.02,0.136525114,0.661565107
2,0,3,19,71.68,0.136525114,0.661565107
2,0,3,19,475.8,0.136525114,0.661565107
2,0,3,19,-7.14,0.136525114,0.661565107
2,0,3,19,-18.75,0.136525114,0.661565107
2,0,3,19,72.13,0.136525114,0.661565107
2,0,3,19,475.35,0.136525114,0.661565107
2,0,3,19,-31.17,0.136525114,0.661565107
2,0,3,19,461.49,0.136525114,0.661565107
2,0,3,19,72.59,0.136525114,0.661565107
2,0,3,19,474.89,0.136525114,0.661565107
2,0,3,19,-31.14,0.136525114,0.661565107
2,0,3,19,-59.79,0.136525114,0.661565107
2,0,3,19,73.05,0.136525114,0.661565107
2,0,3,19,474.43,0.136525114,0.661565107
2,0,3,19,-0.01,0.136525114,0.661565107
2,0,3,19,-31.11,0.136525114,0.661565107
2,0,3,19,-23.08,0.136525114,0.661565107
2,0,3,19,-0.04,0.136525114,0.661565107
2,0,3,19,73.52,0.136525114,0.661565107
2,0,3,19,473.96,0.136525114,0.661565107
2,0,3,19,-22.0,0.136525114,0.661565107
2,0,3,19,-31.08,0.136525114,0.661565107
2,0,3,19,73.98,0.136525114,0.661565107
2,0,3,19,473.5,0.136525114,0.661565107
2,0,3,19,-0.19,0.136525114,0.661565107
2,0,3,19,-31.05,0.136525114,0.661565107
2,0,3,19,74.45,0.136525114,0.661565107
2,0,3,19,473.03,0.136525114,0.661565107
2,0,3,19,-31.02,0.136525114,0.661565107
2,0,3,19,74.93,0.136525114,0.661565107
2,0,3,19,472.55,0.136525114,0.661565107
2,0,3,19,-30.99,0.136525114,0.661565107
2,0,3,19,-30.96,0.136525114,0.661565107
2,0,3,19,75.4,0.136525114,0.661565107
2,0,3,19,472.08,0.136525114,0.661565107
2,0,3,19,-0.19,0.136525114,0.661565107
2,0,3,19,-30.96,0.136525114,0.661565107
2,0,3,19,75.88,0.136525114,0.661565107
2,0,3,19,471.6,0.136525114,0.661565107
2,0,3,19,-62.58,0.136525114,0.661565107
2,0,3,19,-30.92,0.136525114,0.661565107
2,0,3,19,76.36,0.136525114,0.661565107
2,0,3,19,471.12,0.136525114,0.661565107
2,0,3,19,-62.18,0.136525114,0.661565107
2,0,3,19,-30.89,0.136525114,0.661565107
2,0,3,19,-12.0,0.136525114,0.661565107
2,0,3,19,76.85,0.136525114,0.661565107
2,0,3,19,470.63,0.136525114,0.661565107
2,0,3,19,-571.84,0.136525114,0.661565107
2,0,3,19,-30.86,0.136525114,0.661565107
2,0,3,19,-272.33,0.136525114,0.661565107
2,0,3,19,77.34,0.136525114,0.661565107
2,0,3,19,470.14,0.136525114,0.661565107
2,0,3,19,-30.83,0.136525114,0.661565107
2,0,3,19,29.08,0.136525114,0.661565107
2,0,3,19,77.83,0.136525114,0.661565107
2,0,3,19,469.65,0.136525114,0.661565107
2,0,3,19,-30.8,0.136525114,0.661565107
2,0,3,19,-24.0,0.136525114,0.661565107
2,0,3,19,-30.76,0.136525114,0.661565107
2,0,3,19,78.32,0.136525114,0.661565107
2,0,3,19,469.16,0.136525114,0.661565107
2,0,3,19,-35.0,0.136525114,0.661565107
2,0,3,19,-30.73,0.136525114,0.661565107
2,0,3,19,78.82,0.136525114,0.661565107
2,0,3,19,468.66,0.136525114,0.661565107
2,0,3,19,-4.0,0.136525114,0.661565107
2,0,3,19,-124.18,0.136525114,0.661565107
2,0,3,19,-30.7,0.136525114,0.661565107
2,0,3,19,159.15,0.136525114,0.661565107
2,0,3,19,935.81,0.136525114,0.661565107
2,0,3,19,-30.63,0.136525114,0.661565107
2,0,3,19,80.33,0.136525114,0.661565107
2,0,3,19,467.15,0.136525114,0.661565107
2,0,3,19,-0.57,0.136525114,0.661565107
2,0,3,19,-30.6,0.136525114,0.661565107
2,0,3,19,80.84,0.136525114,0.661565107
2,0,3,19,466.64,0.136525114,0.661565107
2,0,3,19,-38.16,0.136525114,0.661565107
2,0,3,19,-30.57,0.136525114,0.661565107
2,0,3,19,81.36,0.136525114,0.661565107
2,0,3,19,466.12,0.136525114,0.661565107
2,0,3,19,-35.0,0.136525114,0.661565107
2,0,3,19,-16.86,0.136525114,0.661565107
2,0,3,19,-30.53,0.136525114,0.661565107
2,0,3,19,81.87,0.136525114,0.661565107
2,0,3,19,465.61,0.136525114,0.661565107
2,0,3,19,-116.06,0.136525114,0.661565107
2,0,3,19,-30.5,0.136525114,0.661565107
2,0,3,19,82.39,0.136525114,0.661565107
2,0,3,19,465.09,0.136525114,0.661565107
2,0,3,19,12.35,0.136525114,0.661565107
2,0,3,19,-30.46,0.136525114,0.661565107
2,0,3,19,82.92,0.136525114,0.661565107
2,0,3,19,464.56,0.136525114,0.661565107
2,0,3,19,-19.33,0.136525114,0.661565107
2,0,3,19,-30.43,0.136525114,0.661565107
2,0,3,19,83.45,0.136525114,0.661565107
2,0,3,19,464.03,0.136525114,0.661565107
2,0,3,19,-87.18,0.136525114,0.661565107
2,0,3,19,0.0,0.136525114,0.661565107
2,0,3,19,83.98,0.136525114,0.661565107
2,0,3,19,463.5,0.136525114,0.661565107
2,0,3,19,-100.0,0.136525114,0.661565107
2,0,3,19,-30.39,0.136525114,0.661565107
2,0,3,19,0.0,0.136525114,0.661565107
2,0,3,19,84.51,0.136525114,0.661565107
2,0,3,19,462.97,0.136525114,0.661565107
2,0,3,19,-3.5,0.136525114,0.661565107
2,0,3,19,-30.36,0.136525114,0.661565107
2,0,3,19,-70.0,0.136525114,0.661565107
2,0,3,19,85.05,0.136525114,0.661565107
2,0,3,19,462.43,0.136525114,0.661565107
2,0,3,19,-30.32,0.136525114,0.661565107
2,0,3,19,-95.0,0.136525114,0.661565107
2,0,3,19,85.59,0.136525114,0.661565107
2,0,3,19,461.89,0.136525114,0.661565107
2,0,3,19,-95.19,0.136525114,0.661565107
2,0,3,19,-30.29,0.136525114,0.661565107
2,0,3,19,86.13,0.136525114,0.661565107
2,0,3,19,461.35,0.136525114,0.661565107
2,0,3,19,-30.25,0.136525114,0.661565107
2,0,3,19,86.68,0.136525114,0.661565107
2,0,3,19,460.8,0.136525114,0.661565107
2,0,3,19,-30.22,0.136525114,0.661565107
2,0,3,19,-2734.68,0.136525114,0.661565107
2,0,3,19,87.23,0.136525114,0.661565107
2,0,3,19,460.25,0.136525114,0.661565107
2,0,3,19,-108.0,0.136525114,0.661565107
2,0,3,19,-30.18,0.136525114,0.661565107
2,0,3,19,-2.92,0.136525114,0.661565107
2,0,3,19,57204.05,0.136525114,0.661565107
2,0,3,19,-8.9,0.136525114,0.661565107
2,0,3,19,-109.02,0.136525114,0.661565107
2,0,3,19,-100.0,0.136525114,0.661565107
2,0,3,19,-95.0,0.136525114,0.661565107
2,0,3,19,-68.0,0.136525114,0.661565107
2,0,3,19,100.0,0.136525114,0.661565107
2,0,3,19,-9.76,0.136525114,0.661565107
2,0,3,19,-5.95,0.136525114,0.661565107
2,0,3,19,-2.28,0.136525114,0.661565107
2,0,3,19,-1.0,0.136525114,0.661565107
2,0,3,19,-1.5,0.136525114,0.661565107
2,0,3,19,-0.84,0.136525114,0.661565107
2,0,3,19,-35.0,0.136525114,0.661565107
2,0,3,19,-35.0,0.136525114,0.661565107
2,0,3,19,-2.56,0.136525114,0.661565107
2,0,3,19,-0.1,0.136525114,0.661565107
2,0,3,19,-0.01,0.136525114,0.661565107
2,0,3,19,-65747.27,0.064983035,0.902808095
2,0,3,19,189.84,0.064983035,0.902808095
2,0,3,19,1197.98,0.064983035,0.902808095
2,0,3,19,-1251.47,0.064983035,0.902808095
